Product_key	Название товара	Название бренда	Группа товара
14797_53_34	Набор акварели (21цв.), кисть,пластик.упаковка	Adel	Живопись-акварель-наборы
14798_84_69	"Книга Энциклопедия ""Русская живопись"""	изд. АСТ	Литература-Подарочные издания
14799_53_15	"Набор цветных карандашей ""Adel Colour"" (36цв.), d:2.8мм, метал.тубус"	Adel	Графические материалы-полихромные-наборы 
14800_192_291	"Книга Погодин В.С. ""Николай Андрияка. Живопись, графика"""	изд. Моск.школы С.Андрияки	Литература-Современное иск-во-Монографии
14801_32_326	Мотив перев-й для росписи по шелку цветы портреты 42х30см	Kreul	ДПИ-Направления-Ткань-Мотивы
14802_32_26	"Набор красок по шелку ""Silk Fantasies"" 14 предметов картон.упаковка"	Kreul	ДПИ-Направления-Ткань-наборы
14803_204_42	"Пластика ""Modeling Clay"" 500г 5цв. син. оранж. салат. зел. темн. коричн."	Polyform Proucts Company	ДПИ-Направления-Лепка-Пластика
14804_204_42	"Пластилин для творчества ""Modeling Clay"" 500г черный"	Polyform Proucts Company	ДПИ-Направления-Лепка-Пластика
14805_4_239	Рама 50х80см, сосна неокрашенная, серия С 6, профиль прямой	Двуреченский	Подрамники, рамы-рамы-неокрашенные без стекла
14806_5_345	Калька цветная, 0.7х1м, 42г/кв.м, синий	Folia Bringmann	Бумага-вывод-в рулоне
14807_55_81	Сумка для чертежной доски, тканевая, А3	Staedtler	Сумки-Чехлы для подрамников
14808_53_130	"Чернограф.карандаш HB ""Safari"" ластик, черное дерево"	Adel	Графические материалы-чернографитовые-штуки
14809_19_25	Папка с листами для черчения 210х297мм, ПЧ4 ГрШ/10	СПБФ Гознака	Бумага-вывод-Альбомы,блокноты,блоки,склейки,папки
14810_7_9	"Бумага рисовальная ""Вивальди"", 500х700мм, 125г/кв.м, фиолетовый (№05)"	Canson	Бумага-вывод- в листах
14811_1_129	Набор кистей длинные белка, 8шт (шкатулка)	Живописные кисти	Кисти-Акварель-Наборы
14812_39_112	Грунт для керамики, матовый, флакон п/э 50мл	Lefranc&Bourgeois	z-Lefranc&Bourgeois
14813_143_275	"Журнал ""Искусство"" №4/2007"	"Журнал ""Искусство"""	z-Журналы 2007 неликвиды
14814_55_14	"Набор лайнеров ""Triplus fineliner"", 4цв., пенал-подставка"	Staedtler	Графические материалы-маркеры-ручки 
14815_38_73	"Набор пастели сухой ""Artists"", (24цв.), картон. упаковка"	Winsor&Newton	Графические материалы-пастель-сухая
14816_52_429	Гуашь, банка 1кг, голубой	Олки Арт	z-Уценка группы 15.12.2009г. Гуашь-вывод
14817_52_429	Гуашь, банка 1кг, зелёный ФЦ	Олки Арт	z-Уценка группы 15.12.2009г. Гуашь-вывод
14818_52_429	Гуашь, банка 1кг, травяной зелёный	Олки Арт	z-Уценка группы 15.12.2009г. Гуашь-вывод
14819_29_38	"Набор пастели масляной ""Gioconda"" (18цв.), картон.упаковка"	Koh-i-Noor	Графические материалы-пастель-масляная
14820_40_38	"Пастель масляная ""Artist"", желтый яркий (№18)"	Sennelier	Графические материалы-пастель-масляная
14821_3_46	Холст в рулоне, крупнозернистый 2.1х5м, лен 100%	Сонет	Основы-холст грунтованный мерный
14822_9_329	"Набор угольных материалов ""Pitt"", угольные карандаши, уголь прессованный, угольн"	Faber-Castell	Графические материалы-наборы-ассорти
14823_66_47	Загуститель для акриловых красок, 250мл	Nerchau	ВС акрил основные
14824_55_229	"Готовальня ""Mars 554 - Basic""(3 предмета), в пласт. пенале"	Staedtler	Черчение-Готовальни
14825_67_259	Бочонок малый с отворотом	Арт Маркет	z-Материалы для ДПИ маски - вывод
14826_53_15	"Набор цветных карандашей ""Colour"" (24цв.), d:2.8мм, метал.тубус"	Adel	Графические материалы-полихромные-наборы 
14827_12_429	Гуашь  порошковая, банка 60мл, металлический, высокопробное золото, (цв.№152)	Maimeri	z-Уценка группы 15.12.2009г. Гуашь-вывод
14828_38_85	"Масло краска ""Artist s"", туба 21мл, сер.1, цв.№505, черный периленовый"	Winsor&Newton	Живопись-масло-профи-Winsor&Newton  Artist s
